,campus,lon,lat,total,pop,rate,state
2181,University of Scranton,-75.6566238,41.4058754,159,75620,2.1,pennsylvania
2182,University of Sioux Falls,-96.7390169,43.5321764,48,21214,2.26,south dakota
2183,University of South Alabama,-88.1788068,30.695442,550,194509,2.83,alabama
2184,University of South Carolina-Aiken,-81.7668215,33.5734,91,46366,1.96,south carolina
2185,University of South Carolina-Beaufort,-80.669148,32.4364815,35,21098,1.66,south carolina
2186,University of South Carolina-Columbia,-81.0274276,33.996112,1253,393264,3.19,south carolina
2187,University of South Carolina-Upstate,-81.9699972,34.9956099,84,69282,1.21,south carolina
2188,University of South Dakota,-96.925271,42.784118,302,129894,2.32,south dakota
2189,University of South Florida-Main Campus,-82.4138539,28.0587031,2040,581144,3.51,florida
2572,University of South Florida-Sarasota-Manatee,-82.5626889,27.3916533,5,11317,0.44,florida
2573,University of South Florida-St Petersburg,-82.6355143,27.7632277,77,25887,2.97,florida
2190,University of Southern California,-118.285117,34.0223519,1356,491150,2.76,california
2191,University of Southern Indiana,-87.6775931,37.9628514,160,140847,1.14,indiana
2193,University of Southern Mississippi,-89.3356963,31.3303296,317,214186,1.48,mississippi
2194,University of Southernmost Florida,-81.5500643,30.3254957,5,2530,1.98,florida
2636,University of St Augustine for Health Sciences,-81.3148665,29.8632532,1,9154,0.11,florida
2195,University of St Francis,-88.0970978,41.5333799,39,51937,0.75,illinois
2196,University of St Thomas,-93.1914909,44.941751,454,202634,2.24,minnesota
2197,University of Texas Southwestern Medical Center,-96.8400459,32.812123,274,31291,8.76,texas
2198,University of the Cumberlands,-84.1622998,36.7363908,144,40400,3.56,kentucky
2199,University of the Incarnate Word,-98.4676217,29.4675939,211,87562,2.41,texas
2200,University of the Ozarks,-93.4662875,35.4758935,97,7659,12.66,arkansas
2201,University of the Pacific,-121.3120225,37.9808152,604,81859,7.38,california
2203,University of the Rockies,-104.9960917,39.7484512,4,10503,0.38,colorado
2204,University of the Sciences,-75.208133,39.9465441,258,38902,6.63,pennsylvania
2205,University of the Southwest,-103.1876096,32.7746836,1,9725,0.1,new mexico
2530,University of the West,-118.082892,34.0454752,4,1800,2.22,california
2206,University of Toledo,-83.6140701,41.6580307,1226,293535,4.18,ohio
2207,University of Tulsa,-95.9445808,36.1511173,346,59049,5.86,oklahoma
2208,University of Utah,-111.8421021,40.7649368,899,418454,2.15,utah
2209,University of Valley Forge,-75.544926,40.1165372,94,13583,6.92,pennsylvania
2210,University of Vermont,-73.1964637,44.4778528,1164,169905,6.85,vermont
2211,University of Virginia-Main Campus,-78.5079772,38.0335529,1332,333078,4,virginia
2212,University of Washington-Bothell Campus,-122.1906495,47.7589,30,37612,0.8,washington
2213,University of Washington-Seattle Campus,-122.3035199,47.6553351,1470,577165,2.55,washington
2214,University of Washington-Tacoma Campus,-122.4376184,47.2445799,108,41067,2.63,washington
2215,University of West Alabama,-88.1861763,32.5882577,37,53508,0.69,alabama
2216,University of West Georgia,-85.1027726,33.5735587,538,151740,3.55,georgia
2217,University of Western States,-122.523973,45.543336,51,6701,7.61,oregon
2218,University of Wisconsin-Eau Claire,-91.5060179,44.7969766,78,153176,0.51,wisconsin
2219,University of Wisconsin-Green Bay,-87.9210697,44.5323636,97,86664,1.12,wisconsin
2220,University of Wisconsin-La Crosse,-91.2309842,43.8178198,73,138959,0.53,wisconsin
2221,University of Wisconsin-Madison,-89.4124875,43.076592,1533,581468,2.64,wisconsin
2222,University of Wisconsin-Milwaukee,-87.8819686,43.078263,541,389401,1.39,wisconsin
2223,University of Wisconsin-Oshkosh,-88.550861,44.021364,242,177261,1.37,wisconsin
2224,University of Wisconsin-Parkside,-87.8554928,42.6462149,76,69085,1.1,wisconsin
2225,University of Wisconsin-Platteville,-90.4848931,42.7345332,240,102253,2.35,wisconsin
2226,University of Wisconsin-River Falls,-92.622867,44.854781,107,87985,1.22,wisconsin
2227,University of Wisconsin-Stevens Point,-89.5695074,44.5282438,182,128574,1.42,wisconsin
2228,University of Wisconsin-Stout,-91.9276714,44.8695495,324,121663,2.66,wisconsin
2229,University of Wisconsin-Superior,-92.0873409,46.7177047,146,39109,3.73,wisconsin
2230,University of Wisconsin-Whitewater,-88.7440308,42.8360958,382,156607,2.44,wisconsin
2231,University of Wyoming,-105.5796706,41.3130972,549,179483,3.06,wyoming
2232,Upper Iowa University,-91.8006554,42.8356476,141,72155,1.95,iowa
2234,Upstate Medical University,-76.1396943,43.0425431,75,19068,3.93,new york
2235,Urbana University,-83.7610779,40.0989554,187,21435,8.72,ohio
2236,Ursinus College,-75.4558588,40.1915099,338,20698,16.33,pennsylvania
2237,Ursuline College,-81.4650273,41.4938332,58,20161,2.88,ohio
2238,Utah State University,-111.8097425,41.745161,261,280434,0.93,utah
2239,Utah Valley University,-111.7151968,40.2788306,77,380479,0.2,utah
2240,Utica College,-75.2712226,43.095173,188,44266,4.25,new york
2241,Valdosta State University,-83.289567,30.8477872,349,158579,2.2,georgia
2242,Valencia College,-81.4634245,28.5229956,86,497300,0.17,florida
2243,Valley City State University,-98.0039752,46.9184723,17,15989,1.06,north dakota
2244,Valparaiso University,-87.0438894,41.4639394,112,55769,2.01,indiana
2245,Vanderbilt University,-86.8026551,36.1447034,1242,166671,7.45,tennessee
2246,VanderCook College of Music,-87.6291633,41.8367719,42,3517,11.94,illinois
2247,Vanguard University of Southern California,-117.901352,33.6627731,159,30038,5.29,california
2248,Vassar College,-73.8973432,41.6860472,201,34061,5.9,new york
2249,Vatterott College-Berkeley,-90.311889,38.722005,8,12772,0.63,missouri
2250,Vatterott College-Sunset Hills,-90.4175314,38.5213341,3,8585,0.35,missouri
2251,Vaughn College of Aeronautics and Technology,-73.8819209,40.7680336,42,16954,2.48,new york
2761,Vermont College of Fine Arts,-72.5676241,44.2551934,6,1381,4.34,vermont
2252,Vermont Law School,-72.5210069,43.8213881,4,8971,0.45,vermont
2253,Vermont Technical College,-72.604721,43.938717,49,20744,2.36,vermont
2254,Villa Maria College,-78.7973749,42.9127719,32,6586,4.86,new york
2255,Villanova University,-75.3435797,40.0370556,507,147155,3.45,pennsylvania
2256,Vincennes University,-87.5210378,38.6883842,412,188438,2.19,indiana
2257,Virginia College-Birmingham,-86.8183387,33.4708224,25,54982,0.45,alabama
2697,Virginia College-Charleston,-80.0248505,32.907006,2,2570,0.78,south carolina
2762,Virginia College-Columbia,-80.9620698,34.0674816,1,2177,0.46,south carolina
2854,Virginia College-Greensboro,-79.8403386,36.0092565,1,981,1.02,north carolina
2258,Virginia College-Huntsville,-86.5910644,34.7034145,1,9940,0.1,alabama
2855,Virginia College-Knoxville,-83.9308192,36.0297188,7,1183,5.92,tennessee
2259,Virginia Commonwealth University,-77.4534286,37.5489872,1230,418138,2.94,virginia
2260,Virginia Military Institute,-79.43946,37.788981,363,20590,17.63,virginia
2261,Virginia Polytechnic Institute and State University,-80.4234167,37.2283843,827,415018,1.99,virginia
2262,Virginia State University,-77.4198996,37.2364741,236,72979,3.23,virginia
2263,Virginia Union University,-77.4508354,37.5626655,197,23658,8.33,virginia
2469,Virginia University of Lynchburg,-79.1515722,37.3952218,12,3587,3.35,virginia
2264,Virginia Wesleyan College,-76.1867523,36.8711755,81,19712,4.11,virginia
2556,Visible Music College,-90.0493031,35.1445531,12,840,14.29,tennessee
2265,Viterbo University,-91.2434935,43.8021099,89,39778,2.24,wisconsin
2266,Voorhees College,-81.1300088,33.3072977,237,9583,24.73,south carolina
2267,Wabash College,-86.9066552,40.0378111,115,12447,9.24,indiana
2268,Wade College,-96.8190665,32.8007516,30,2688,11.16,texas
2269,Wagner College,-74.090639,40.614688,187,28693,6.52,new york
2270,Wake Forest University,-80.2763425,36.1352495,1073,97148,11.05,north carolina
2272,Waldorf College,-93.6399496,43.2633063,139,10639,13.07,iowa
2273,Walla Walla University,-118.390983,46.047471,67,26195,2.56,washington
2274,Walsh College of Accountancy and Business Administration,-83.1471631,42.5738914,10,43517,0.23,michigan
2275,Walsh University,-81.368891,40.87407,375,34004,11.03,ohio
2276,Warner Pacific College,-122.5931188,45.5061519,148,11287,13.11,oregon
2277,Warner University,-81.5999129,27.8257091,52,15206,3.42,florida
2278,Warren Wilson College,-82.442286,35.611133,222,12868,17.25,north carolina
2279,Wartburg College,-92.4821589,42.7285775,170,22839,7.44,iowa
2280,Wartburg Theological Seminary,-90.6912387,42.4852811,7,2178,3.21,iowa
2281,Washburn University,-95.7010293,39.0335221,227,96755,2.35,kansas
2282,Washington & Jefferson College,-120.7401386,47.7510741,43,19570,2.2,washington
2283,Washington Adventist University,-77.0010266,38.9863861,117,16316,7.17,maryland
2284,Washington and Lee University,-79.4439855,37.7915066,114,30479,3.74,virginia
2285,Washington College,-76.0692131,39.2180135,244,19933,12.24,maryland
2286,Washington State University,-117.1542121,46.7319225,858,349598,2.45,washington
2287,Washington University in St Louis,-90.3107962,38.6487895,691,188278,3.67,missouri
2288,Watkins College of Art Design & Film,-86.8059696,36.1946449,43,4100,10.49,tennessee
2289,Wayland Baptist University,-101.7311176,34.1872383,144,85066,1.69,texas
2290,Wayne State College,-97.0145104,42.2426999,102,48316,2.11,nebraska
2291,Wayne State University,-83.0665462,42.3591388,1469,432895,3.39,michigan
2292,Waynesburg University,-80.18732,39.899094,13,30952,0.42,pennsylvania
2293,Webb Institute,-73.6434522,40.8831348,4,967,4.14,florida
2294,Webber International University,-81.5314695,27.8377618,91,9152,9.94,florida
2295,Weber State University,-111.9449007,41.1926282,285,298156,0.96,utah
2296,Webster University,-90.3453509,38.5906019,264,257418,1.03,missouri
2297,Weill Cornell Medical College,-73.9547899,40.7649911,10,12960,0.77,new york
2298,Welch College,-86.826993,36.134994,35,4544,7.7,tennessee
2299,Wellesley College,-71.3059277,42.2935733,315,33404,9.43,massachusetts
2300,Wells College,-76.6961515,42.742988,31,6944,4.46,new york
2301,Wentworth Institute of Technology,-71.0949124,42.3367417,188,52881,3.56,massachusetts
2302,Wesley Biblical Seminary,-90.1596164,32.354824,9,1270,7.09,mississippi
2303,Wesley College,-75.527717,39.163227,261,28789,9.07,delaware
2304,Wesleyan College,-77.7742185,36.0186234,19,9737,1.95,north carolina
2305,Wesleyan University,-72.6569041,41.5566104,664,41714,15.92,connecticut
2306,West Chester University of Pennsylvania,-75.5999933,39.9518653,565,194193,2.91,pennsylvania
2858,West Coast University-Dallas,-96.8737468,32.8275321,2,748,2.67,texas
2307,West Coast University-Los Angeles,-118.3994153,34.186836,5,10571,0.47,california
2638,West Coast University-Ontario,-117.5898457,34.0666141,1,4797,0.21,california
2308,West Liberty University,-80.6000794,40.1642119,205,35895,5.71,west virginia
2309,West Texas A & M University,-101.9160086,34.9813815,153,106145,1.44,texas
2310,West Virginia School of Osteopathic Medicine,-80.4381192,37.8040415,1,8337,0.12,west virginia
2311,West Virginia State University,-81.7670809,38.3788356,205,49581,4.13,west virginia
2312,West Virginia University,-79.9559358,39.6361396,672,382069,1.76,west virginia
2313,West Virginia University at Parkersburg,-81.505728,39.216755,2,52516,0.04,west virginia
2314,West Virginia University Hospital Departments of Rad Tech and Nutrition,-79.9572723,39.6533461,7,590,11.86,west virginia
2315,West Virginia University Institute of Technology,-81.3244921,38.179716,109,22084,4.94,west virginia
2316,West Virginia Wesleyan College,-80.2174929,38.9906163,171,20183,8.47,west virginia
2317,Western Carolina University,-83.1843781,35.3089224,571,123770,4.61,north carolina
2318,Western Connecticut State University,-73.4429598,41.3987993,250,86356,2.89,connecticut
2319,Western Illinois University,-90.684401,40.476174,735,180394,4.07,illinois
2320,Western International University,-111.96457,33.4032787,15,98633,0.15,arizona
2321,Western Kentucky University,-86.4577506,36.9840067,869,271896,3.2,kentucky
2322,Western Michigan University,-85.6102507,42.2837336,792,363514,2.18,michigan
2323,Western Michigan University-Thomas M. Cooley Law School,-84.554466,42.730934,9,42362,0.21,michigan
2324,Western Nevada College,-119.791009,39.1860227,9,65893,0.14,nevada
2325,Western New England University,-72.5213336,42.1161985,167,51219,3.26,massachusetts
2326,Western New Mexico University,-108.2824915,32.7769863,128,42626,3,new mexico
2327,Western Oregon University,-123.237926,44.8512854,107,76339,1.4,oregon
2328,Western Seminary,-122.6056332,45.5121708,30,9049,3.32,oregon
2329,Western State College of Law at Argosy University,-117.761306,33.658196,16,6231,2.57,california
2330,Western State Colorado University,-106.917765,38.547276,157,30053,5.22,colorado
2331,Western Theological Seminary,-86.1032901,42.7862714,5,2952,1.69,michigan
2332,Western University of Health Sciences,-117.7454166,34.057971,107,34754,3.08,california
2333,Western Washington University,-122.4873017,48.7335079,293,200726,1.46,washington
2334,Westfield State University,-72.7947404,42.1317462,173,78328,2.21,massachusetts
2335,Westminster College,-91.9545484,38.8500034,260,74642,3.48,missouri
2336,Westminster Theological Seminary,-75.175747,40.099232,1,8873,0.11,pennsylvania
2337,Westminster Theological Seminary in California,-117.0460626,33.1216775,3,1767,1.7,california
2338,Westmont College,-119.6610313,34.4488434,111,17436,6.37,california
2339,Westwood College-Anaheim,-117.877607,33.808464,10,12819,0.78,california
2557,Westwood College-Annandale,-77.2098099,38.8314331,1,3323,0.3,virginia
2574,Westwood College-Arlington Ballston,-77.114408,38.881722,1,3290,0.3,virginia
2531,Westwood College-Atlanta Midtown,-84.3897356,33.7847086,9,5139,1.75,georgia
2470,Westwood College-Chicago Loop,-87.6274302,41.8823524,2,7553,0.26,illinois
2340,Westwood College-Denver North,-104.822857,39.721309,6,31008,0.19,colorado
2341,Westwood College-Denver South,-104.822857,39.721309,4,5434,0.74,colorado
2342,Westwood College-Dupage,-88.040993,41.756133,6,6173,0.97,illinois
2343,Westwood College-Inland Empire,-117.6516179,34.0880609,17,13950,1.22,california
2344,Westwood College-Los Angeles,-118.2931958,34.0613935,2,24387,0.08,california
2507,Westwood College-Northlake,-84.2484028,33.8536325,1,4146,0.24,georgia
2345,Westwood College-O'Hare Airport,-87.8386917,41.9861165,6,7232,0.83,illinois
2346,Westwood College-River Oaks,-87.5567239,41.599276,13,8001,1.62,illinois
2347,Westwood College-South Bay,-118.290521,33.852026,13,6848,1.9,california
2349,Wheeling Jesuit University,-80.6907928,40.0679444,123,19540,6.29,west virginia
2350,Wheelock College,-71.106045,42.342212,115,15807,7.28,massachusetts
2351,Whitman College,-118.3306352,46.0705799,84,19532,4.3,washington
2352,Whittier College,-118.0322842,33.9787932,404,31122,12.98,california
2353,Whitworth University,-117.417754,47.753685,125,35318,3.54,washington
2354,Wichita State University,-97.2861564,37.7214716,214,203491,1.05,kansas
2355,Widener University-Delaware Campus,-75.546148,39.817224,11,16834,0.65,delaware
2357,Widener University-Main Campus,-75.3557304,39.8640338,240,66031,3.63,pennsylvania
2358,Wilberforce University,-83.878929,39.710638,248,11336,21.88,ohio
2359,Wiley College,-94.3751871,32.5384868,71,13067,5.43,texas
2360,Wilkes University,-75.888614,41.244314,103,68262,1.51,pennsylvania
2361,Willamette University,-123.0318004,44.9371219,345,38592,8.94,oregon
